Id,SentenceA,SentenceB,Origin,Logic_label,Commonsense_label,SICK_original,monalog,gkr4nli,langpro,ccg2lambda_easyccg,ccg2lambda_candc
245,The black woman is wearing glasses over the headdress,The woman is wearing glasses and a black headdress,SICK,N,N,N,N,E,N,N,N
246,A woman is wearing an Egyptian headdress,The woman with a black hat is wearing sunglasses,SICK,N,N,N,N,N,N,N,N
247,The woman is not wearing glasses or a headdress,A woman is wearing an Egyptian headdress,SICK,C,C,C,N,N,C,C,C
248,The black woman is wearing glasses over the headdress,A woman is wearing an Egyptian headdress,SICK,N,N,N,N,N,N,N,N
249,A woman is wearing an Egyptian hat on her head,The woman is wearing glasses and a black headdress,SICK,N,N,N,N,N,N,N,N
250,A woman is wearing an Indian headdress,The woman is wearing glasses and a black headdress,SICK,N,N,N,N,N,N,N,N
251,The woman is wearing glasses and a black headdress,An Egyptian is wearing a woman's headdress,SICK,N,N,N,N,N,N,N,N
252,The woman is wearing glasses and a black headdress,A woman is wearing an Egyptian headdress,SICK,N,N,N,N,N,N,N,N
253,A hiker is on top of the mountain and is doing a joyful dance,A hiker is on top of the mountain and is dancing,SICK,E,E,E,N,E,N,N,E
254,A hiker is on top of the mountain and is dancing,There is no hiker dancing on top of the mountain,SICK,C,C,C,N,C,C,N,C
255,A man is on a rock high above some trees and is standing in an uncomfortable position,A man is on a rock high above some trees and is standing in a strange position,SICK,N,E,E,N,N,N,N,N
256,There is no man on a rock high above some trees standing in a strange position,A man is on a rock high above some trees and is standing in a strange position,SICK,C,C,C,N,C,Exception,Exception,N
257,A hiker is on top of the mountain and is dancing,A man is on a rock high above some trees and is standing in an uncomfortable position,SICK,N,N,N,N,N,N,N,N
258,A hiker is on top of the mountain and is dancing,There is no man on a rock high above some trees standing in a strange position,SICK,N,N,N,N,N,N,N,N
259,A man is on a rock high above some trees and is standing in a strange position,A hiker is on top of the mountain and is doing a joyful dance,SICK,N,N,N,N,N,N,N,N
260,There is no hiker dancing on top of the mountain,A man is on a rock high above some trees and is standing in a strange position,SICK,N,N,N,N,N,N,N,N
261,A man is on a rock high above some trees and is standing in a strange position,A hiker is on top of the mountain and is dancing,SICK,N,N,N,N,N,N,N,N
262,A cowgirl is riding a brown horse and is cornering a barrel,A cowgirl is riding a horse and corners a barrel,SICK,E,E,E,E,N,N,N,N
263,A cowboy is riding a horse and cornering a barrel,A cowgirl is riding a horse and corners a barrel,SICK,N,N,N,N,N,N,N,N
264,A cowgirl is riding a barrel near a horse in the corner,A cowgirl is riding a horse and corners a barrel,SICK,UG,UG,N,N,E,N,N,N
265,The brown horse is very near a red barrel at the rodeo,The brown horse is near a red barrel at the rodeo,SICK,E,E,E,N,E,N,N,E
266,The brown horse is near a red barrel at the rodeo,The brown horse is far from a red barrel at the rodeo,SICK,C,C,C,N,E,N,N,N
267,The brown horse is very near a red barrel at the rodeo,A cowgirl is riding a horse and corners a barrel,SICK,N,N,N,N,N,N,N,N
268,The brown horse is far from a red barrel at the rodeo,A cowgirl is riding a horse and corners a barrel,SICK,N,N,N,N,N,N,N,N
269,A cowgirl is riding a brown horse and is cornering a barrel,The brown horse is near a red barrel at the rodeo,SICK,N,N,N,N,N,N,N,N
270,A cowboy is riding a horse and cornering a barrel,The brown horse is near a red barrel at the rodeo,SICK,N,N,N,N,N,N,N,N
271,The brown horse is near a red barrel at the rodeo,A cowgirl is riding a barrel near a horse in the corner,SICK,N,N,N,N,N,N,N,N
272,A cowgirl is riding a horse and corners a barrel,The brown horse is near a red barrel at the rodeo,SICK,N,N,N,N,N,N,N,N
273,A boy is standing in the cold water,A boy is standing in the water,SICK,E,E,E,E,E,E,E,E
274,A boy is standing outside the water,A boy is standing in the water,SICK,C,C,N,N,E,N,N,N
275,The kid is swimming through the blue ocean,The boy is wading through the blue ocean,SICK,N,N,N,N,N,N,N,N
276,The boy is sitting near the blue ocean,The boy is wading through the blue ocean,SICK,C,C,C,N,N,N,N,N
277,A boy is standing in the water,The kid is swimming through the blue ocean,SICK,N,N,N,N,N,N,N,N
278,A boy is standing in the water,The boy is sitting near the blue ocean,SICK,N,N,N,N,N,N,N,N
279,The boy is wading through the blue ocean,A boy is standing in the cold water,SICK,N,N,N,N,N,N,N,N
280,A boy is standing outside the water,The boy is wading through the blue ocean,SICK,N,N,N,N,N,N,N,N
281,A boy is standing in the water,The boy is wading through the blue ocean,SICK,N,N,N,N,N,N,N,N
282,A skilled man is playing a guitar on stage,A man is playing a guitar on stage,SICK,E,E,E,E,E,E,E,E
283,A man is playing a guitar on stage,There is no man playing a guitar on stage,SICK,C,C,C,C,C,C,C,C
284,A person has blonde and flyaway hair and is playing a guitar,A guitarist has blonde and flyaway hair,SICK,E,E,E,N,N,N,N,N
285,A bald person is playing a guitar,A person has blonde and flyaway hair and is playing a guitar,SICK,N,N,N,N,N,N,N,N
286,A man is playing a guitar on stage,A guitarist has blonde and flyaway hair,SICK,N,N,N,N,N,N,N,N
287,A man is playing a guitar on stage,A bald person is playing a guitar,SICK,N,N,N,N,N,N,N,N
288,A skilled man is playing a guitar on stage,A person has blonde and flyaway hair and is playing a guitar,SICK,N,N,N,N,N,N,N,N
289,There is no man playing a guitar on stage,A person has blonde and flyaway hair and is playing a guitar,SICK,N,N,N,N,N,N,N,N
290,A man is playing a guitar on stage,A person has blonde and flyaway hair and is playing a guitar,SICK,N,N,N,N,N,N,N,N
291,Several children are sitting down and have their knees raised,Several children are lying down and are raising their knees,SICK,N,N,N,N,N,N,N,N
292,Several children are sitting down and have their knees raised,Several children are standing up,SICK,N,N,N,N,N,N,N,N
293,Two young girls are sitting on the ground,Two girls are sitting on the ground,SICK,E,E,E,N,E,E,E,E
294,Two girls are lying on the ground,Two girls are sitting on the ground,SICK,C,C,N,N,C,N,N,N
295,Two young girls are sitting on the ground,Several children are sitting down and have their knees raised,SICK,N,N,N,N,N,N,N,N
296,Two girls are lying on the ground,Several children are sitting down and have their knees raised,SICK,N,N,N,N,N,N,N,N
297,Several children are lying down and are raising their knees,Two girls are sitting on the ground,SICK,N,N,N,N,N,N,N,N
298,Several children are standing up,Two girls are sitting on the ground,SICK,N,N,N,N,N,N,N,N
299,Several children are sitting down and have their knees raised,Two girls are sitting on the ground,SICK,N,N,N,N,N,N,N,N
300,A nude lady is walking in front of many people in body paint,A nude lady is walking in front of a crowd in body paint,SICK,E,E,E,N,N,N,N,N
301,A nude lady is walking in front of a crowd in body paint,There is no lady walking in body paint in front of a crowd,SICK,C,C,C,N,C,C,Exception,N
302,A nude lady is walking in front of a crowd in body paint,A nude crowd in body paint is walking in front of a lady,SICK,C,C,N,N,E,N,N,N
303,"A young, topless woman is covered in paint",A topless girl is covered in paint,SICK,E,E,E,N,N,N,N,N
304,"An old, topless woman is covered in paint","A young, topless woman is covered in paint",SICK,C,C,N,C,C,N,N,N
305,A nude lady is walking in front of a crowd in body paint,A topless girl is covered in paint,SICK,E,E,E,N,N,N,N,N
306,"An old, topless woman is covered in paint",A nude lady is walking in front of a crowd in body paint,SICK,N,N,N,N,N,N,N,N
307,"A young, topless woman is covered in paint",A nude lady is walking in front of many people in body paint,SICK,N,N,N,N,N,N,N,N
308,There is no lady walking in body paint in front of a crowd,"A young, topless woman is covered in paint",SICK,N,N,N,N,N,N,N,N
309,A nude crowd in body paint is walking in front of a lady,"A young, topless woman is covered in paint",SICK,N,N,N,N,N,N,N,N
310,A nude lady is walking in front of a crowd in body paint,"A young, topless woman is covered in paint",SICK,N,N,N,N,N,N,N,N
311,A group of people is near the ocean,A crowd of people is near the water,SICK,N,E,E,N,N,N,N,E
312,A crowd of people is near the water,A crowd of people is far from the water,SICK,C,C,C,N,E,N,N,N
313,A group of children in uniforms is standing at a gate and one is kissing the mother,A group of children wearing the same clothes is waiting at a gate and one is kissing the mother,SICK,E,E,E,N,N,N,N,N
314,A group of children in uniforms is standing at a gate and there is no one kissing the mother,A group of children in uniforms is standing at a gate and one is kissing the mother,SICK,C,C,C,N,C,C,C,N
315,A group of mothers in uniforms is standing near the children and one is kissing the gate,A group of children in uniforms is standing at a gate and one is kissing the mother,SICK,N,N,N,N,E,N,N,N
316,A crowd of people is near the water,A group of children wearing the same clothes is waiting at a gate and one is kissing the mother,SICK,N,N,N,N,N,N,N,N
317,A group of children in uniforms is standing at a gate and there is no one kissing the mother,A crowd of people is near the water,SICK,N,N,N,N,N,N,Exception,N
318,A group of mothers in uniforms is standing near the children and one is kissing the gate,A crowd of people is near the water,SICK,N,N,N,N,N,N,N,N
319,A group of people is near the ocean,A group of children in uniforms is standing at a gate and one is kissing the mother,SICK,N,N,N,N,N,N,N,N
320,A crowd of people is far from the water,A group of children in uniforms is standing at a gate and one is kissing the mother,SICK,N,N,N,N,N,N,N,N
321,A crowd of people is near the water,A group of children in uniforms is standing at a gate and one is kissing the mother,SICK,N,N,N,N,N,N,N,N
322,A man is in a parking lot and is playing tennis against a large wall,A lone man is in a parking lot and is playing tennis against a large wall,SICK,E,E,E,N,N,N,N,N
323,A man is in a parking lot and is playing tennis against a large wall,A man is in a parking lot and is playing tennis against a friend,SICK,N,N,N,N,N,N,N,N
324,A man is pointing at a silver sedan,A man is pointing at a car,SICK,E,E,E,E,E,E,E,E
325,A man is pointing at a silver sedan,There is no man pointing at a car,SICK,C,C,C,C,C,C,C,C
326,A man is pointing at a car,A man is in a parking lot and is playing tennis against a large wall,SICK,N,N,N,N,N,N,N,N
327,A man is in a parking lot and is playing tennis against a large wall,There is no man pointing at a car,SICK,N,N,N,N,N,N,N,N
328,A man is pointing at a silver sedan,A lone man is in a parking lot and is playing tennis against a large wall,SICK,N,N,N,N,N,N,N,N
329,A man is in a parking lot and is playing tennis against a friend,A man is pointing at a silver sedan,SICK,N,N,N,N,N,N,N,N
330,A man is pointing at a silver sedan,A man is in a parking lot and is playing tennis against a large wall,SICK,N,N,N,N,N,N,N,N
331,A group of people is on a beach,A group of people is near the sea,SICK,N,E,E,N,N,N,N,N
332,A group of people is on a beach,A group of people is on a mountain,SICK,N,N,N,N,N,N,N,N
333,"A man, a woman and two girls are walking on the beach",Four people are walking on the beach,SICK,E,E,E,Exception,N,N,N,N
334,"A man, a woman and two girls are walking on the beach","A man, a woman and two girls are sitting on the beach",SICK,C,C,N,Exception,N,N,N,N
335,A group of people is on a beach,Four people are walking on the beach,SICK,N,N,N,N,N,N,N,N
336,"A man, a woman and two girls are sitting on the beach",A group of people is on a beach,SICK,E,E,E,Exception,N,E,E,E
337,"A man, a woman and two girls are walking on the beach",A group of people is near the sea,SICK,E,E,E,Exception,N,N,N,N
338,"A man, a woman and two girls are walking on the beach",A group of people is on a mountain,SICK,C,C,N,Exception,N,N,N,N
339,"A man, a woman and two girls are walking on the beach",A group of people is on a beach,SICK,E,E,E,Exception,N,E,E,E
340,A schoolgirl with a black bag is on a crowded train,A girl with a black bag is on a crowded train,SICK,E,E,E,N,E,E,E,E
341,There is no girl with a black bag on a crowded train,A girl with a black bag is on a crowded train,SICK,C,C,C,C,C,N,C,N
342,A girl with a black bag is on a crowded train,A cramped black train is on the bag of a girl,SICK,N,N,N,N,N,N,N,N
343,An Asian woman in a crowd is carrying a black bag,An Asian woman in in the midst of many people is carrying a black bag,SICK,E,E,E,N,N,N,N,N
344,An Asian woman in a crowd is not carrying a black bag,An Asian woman in a crowd is carrying a black bag,SICK,C,C,C,C,C,C,C,C
345,An Asian woman in in the midst of many people is carrying a black bag,A girl with a black bag is on a crowded train,SICK,N,N,N,N,N,N,N,N
